msno,city,bd,gender,registered_via,registration_init_time
Lq0qGMNtd1GRtgr+yOpt0DF/XthTzZ1w83fhcid7T4s=,1,0,,7,20151103
wQIb/BpUis2flyl8lVF0IsbHryrhvNxbtC+hDfgFLaY=,4,28,male,3,20151222
3faipM6oOy570Rfqz7QcGthiKrSazQHauziH7CS16Ao=,1,0,,7,20151128
yQADEipwOw0e0MMRjfrRG9gErWTWMFPmNyI30Gu3tPI=,13,28,male,9,20070411
nxWz7+/H09JRdbku0Z/hXxKDGrkw8T7PA6S1H2Cea9I=,13,35,male,9,20100130
rDsdH+VQRqUW4XF+52M4lMitO0KnZaWFDdT1kxu3fZI=,13,25,male,7,20130618
KLhAfT4ffXYxwDnTIL7IjV4V6ha/rM+GTZ6pAD+XYjc=,11,0,,7,20131211
dPYeAZwZLlEUjPWj1zkkSp3LXhNf+yB7spl638HeeQY=,13,36,male,9,20110102
+1wUjlTnL3I7GRh9ghjPUJPrb32S816pjP9WHWo8qaM=,13,26,male,9,20060305
ObZ4joIARgY8AydOtOvOCEqeRjB4WxEbwK9J19a7MHo=,5,29,male,7,20150818
exbn7Pzvs9gQsYjpF12ghDuRbTB7HFrs6EVdy3LokKE=,17,21,male,9,20150806
zDOkX0PRccslYwi997+8JTljp7KF/nXRQIh4y1VYZ2o=,5,30,female,3,20140319
c1Ig0XWYv8wQjCRVP4KeRwRPIMqgvgEi2Ye9cyUZvTk=,22,25,male,9,20080829
1/4Ty2FVfwqCgRHammC2b4Xx8J2X6XBHjzu7kL8yLYo=,14,22,male,7,20150310
qY4huMK4/Hm76GCf5/NnL1xDL+Csp2GUQo0rX4kN8iA=,1,0,,7,20150508
TG6kSzYyad6HTzGvBaR5giKAcrwmxu1dhXFNW1YX2VA=,5,34,female,9,20040718
Y8TgfUegNsbjtFJBtXKYK5ZlzKOtoJJsmJqJeCKz8W8=,15,32,male,9,20040327
/F5GyxAuTiaPgTaCc3+C1T85kEeBsDPd2ec8QWKKmKY=,1,0,,7,20130915
9pZv2e+MUWhMiiSiTvx9q3jeWbVvqwJN438LeME1pBA=,7,30,female,9,20080329
r83tIQecT4NDoCiFHQiVyj1mqM135gX5z26Ku/cIgUg=,5,35,,3,20130413
scGBHhfuHdCLeGNLNmVu8S0eRpp/ylDImpQASwcforM=,1,0,,7,20140204
3JKQg0832i28F4feGDKxBc4USvFYuV7oxqUPUqpdYIM=,1,0,,7,20150917
Ksc3HjlHvYKGkj1XikbE2uer7Mjhxwzk3EYPTpISBbg=,1,0,,7,20150725
HwWeFd9X57cltCNgOdodtiM3WDf2zEDS7+SHIwlpLAw=,13,47,female,9,20070225
4IqkyTFcs5Yl2dp0KmCtBLjG1YUMjbT/wRseFHkW67k=,13,21,male,9,20100120
0iMhQQaY4CKQMRjsBjCdd+gbsKXduiT+iFUJcCPOtCQ=,13,20,female,3,20131207
flZyAr/5XXI1hwVv5csGEWF1B5e4qdRnCeKJlMa6k+Y=,18,28,male,9,20121126
/rUWqSVrFWjRzPJpH7popZ9kHzBg22FfiEBPJWdiSU4=,1,0,,7,20110923
WhmXZ6EG7Zj//VbVcygrySZ0Jol+9IT//9d55vyP+F8=,1,0,,7,20100427
AvhO334ORVuTePwi9f7FZGc9oHipfwFq2oF8W6aDEWQ=,4,23,female,9,20150915
s7m9bfijOXw0Bt3Ak0YkeHaR7KxJQjO6gMi+gebpxus=,15,31,male,9,20130906
3y+pMBP0Viw+kQiA36VCioV7v7/JC9dIegc9zRathyk=,1,0,,7,20130406
czdFBdU8ska2cVBTU2A/+KG54ynzQ1/tfh13r07qiYc=,1,0,,7,20151019
QuOeXq5c4FDoJq/wxm7ucsPYCXCdKv/pS4ccpHPoRro=,1,0,,7,20130506
YjnrgEV3L8OQq/psnxW1aPY+4tp9Te9Fh6RUC0wBkgU=,4,18,female,3,20150915
cVo3ZPTKFpqPHpsaMpnW2zcS2nzmRVkhdc0/9A8JvUc=,13,0,,9,20150702
664oYanM3YZXrbzCEyHIxxXoiL9fHS7dgwM2H30VlTw=,1,0,,7,20110726
lGiQ+DROb4M+tTJHLbWkOFpIBvPOtJj00ILlH/vbjLI=,1,0,,4,20151226
kySIvLjZJJuHU8sJWUldCrSzKC1KR6C0Lh3znBwUh9M=,5,33,female,4,20151019
OHrlfScrPDNSn5GBPID0gvT+qSSJHGoSKgk5/KVUMpA=,5,51,female,9,20040917
4PIArj4w4evRMjd46i+uUOHjKsRsa72QoGfmXgClj0w=,18,26,female,9,20140405
PyecJfBoI0MVdlYB41oOyatn2rz7bpF6PWx5m87fFA0=,8,31,male,3,20150731
wuaE4IOSyeqq8ELSR9mbzI4n8nZsJYEvekuulSoBJLs=,1,0,,7,20150804
uyE3oxnV7JPXbvQgGb5vYYkRjzVcqrXDCG8JegcTkGk=,5,50,female,9,20120508
+mvP40sCDOIUVzAbLO4IZKNK6sE7fbA5zcQlxC8a6MY=,1,0,,7,20151014
dPnV5EPrZcPI2jOJN8w2mv5cPPCe6UltX72LwbMVxNc=,22,26,male,9,20101106
W4RzsDk6v4BXoSntnNISAeGonP4Dd40KDXOZI4zLdpk=,1,0,,9,20131007
g8jpdyBifyuD4QI0brVGyrw/oUBy8Lq1VBfSuXwXT9k=,4,27,male,9,20110928
xd6U/Xb18rPmpYcplfG2KaUTWO6zlQNmp72qF1F4A0c=,1,0,,7,20150809
FIj1e1iML+rVDG93vMDEAbHjH/cgS64NOd9SG3sNMI0=,5,47,female,9,20071119
GQIVXJPAneaq88tYFdkYwr5nlNLiFB+N6gYyKbfjsIc=,6,41,male,9,20140305
pBa50flKhnGNX7dQpPsitkEeaSmbSf79Gc4iC7Ro8kU=,1,0,,7,20130427
Nvc8UYVgOVD6GscM3VUJGd4avG23R1pLetLDdkRomFE=,13,28,male,4,20151229
rbzLTbZya7Aizryzd9PLFr72brqt6+Dce9jmpYUXwXk=,13,0,,9,20151018
RrfGsdaZWsNxCZmJ+BN8CpeLsjTJOe78Td98dt94Abo=,15,22,,4,20160101
2A/vgXdb7k0jhC9xN7zSyYv4FgXidcMjJR/42prq6uw=,1,21,female,3,20150113
OLpkpncsh/qV5ThYFa4rPQPqrlNWr9yfsSoQfPnBVu4=,1,0,,7,20100802
hkss6dDpk9fB+v2ywWbFVysSCOWqSsqjkhk7SoNZeGk=,1,0,,7,20130411
7xyF6FXEzpK3fZywDH2WsYPIkzUHVKA3kDbFNDeJqXQ=,5,26,male,3,20120208
wnpc0tZInOtxW1l1b/V5MnOg3a6ieI2IK7TCHzqmhjI=,5,33,female,9,20070415
pzQkAeD/mfloq4SvNzVM7gJvoeOSdHc136ITkcS3CpQ=,15,26,male,7,20140529
bYaX7L9f0ONoQswdKmoaqYldnKLsAylCA+dj2ZPc9Pc=,22,28,male,9,20120611
qZpFEU5GvtmzZIa+bHfgFg6ZXLYWe87z017cdulnHcs=,15,30,male,7,20151206
AGZkxW3i/w+cI10I5GU5wJDPd4fSA7NwrzXBqZZYKCg=,13,20,male,9,20150829
NgJExsarcjC9u6/j39tcnw0fiDesHIPBIi00v7SKuy4=,1,0,,7,20151027
p7GpVfC6pKJoclyXo80/oFN/QEsDzZiyHnDSRap7M6M=,1,0,,7,20150910
OdWtVe+75eafhu+qaRYVJfuRZAmrRfzlVcdjqQ85uT0=,1,0,,7,20140212
vY9NUSui7WxCG4On2Tq7Ua/6DZAgUSIC0DMzGZZQ+CU=,5,47,male,9,20060308
+BwTfa+DVDtujCBOx3Q+WeNoWDw4gWjnpjoBmklawYI=,1,0,,3,20130403
oYkkTcblX3gBgox2T80I9ZWHVGZAjvI/HeLQNB5m7Q4=,1,0,,9,20151101
vaQFZ9y2wlMHgaXW+dd8ANT55kWzrqP5HCrx8c4KFhs=,18,46,male,9,20051216
zSUfnP+WJQWojPxI2yWyW5R78Wj30GpFFrWOmzkoQho=,22,29,female,9,20071011
dxCjkPAKUQwaqaFq1yEfcHXB15ecUxDLADgOD0FAfXs=,14,26,male,7,20130529
8kO2ko3GHT/Kole33asUyr87PeGKibZkgUyzD2C8vpg=,3,31,male,3,20130110
+f4JlrA5YHAQMheYW2/Lx30zgUknMzh60pHukA0Ftj0=,5,42,male,9,20040716
T0dkS0zkx2VklKQBtwC/qkwt4sKp2+0wI5heJf8ByRU=,1,0,,7,20120327
BXCd8YA1TlgQ9KAD+Y+EesKQT9Sd/7nKqXK3TLHamGM=,5,20,male,3,20150902
pVZFGtfBrzdCwO0alnBAMoLSD7TZ6rtK4vBoufg8MBg=,5,30,male,3,20120810
7oHA3Huu+Dh2BO0FZWJaIFFMfssgnpijH9W/kG50Ssg=,1,0,,3,20130309
HhkGWgcQWppjHo9lDZzyXK6EnwI9EFSTRj+4Qh909Os=,13,33,male,9,20060713
KLg13+aN4YJTh7vtx6l8Fe2GtwFE4XnIeHlcdRpdCG8=,1,0,,7,20101115
FH1KdNd4HYkLNG05hyHbi4G6aGFH2AkCH+biZLgsTw0=,1,0,,7,20150603
hqfsuUKppXz+Sn6ZyJEIUuLMqLiH2m1m3Og/8wuAkwo=,4,0,,9,20151003
GRQ/ZFac5vs/FRlfPq4N1erx+bu+nttp2OIUWd8967s=,11,24,male,3,20130212
p0+V5gZITAB+x5SbcZ2YNz3A9f1LRG+RrGqaOpV/7AA=,13,24,male,3,20120713
5uw0sMxyREpKuLIBWZ/O9OVvSskbl2AnQsEaz1dY4XQ=,1,0,,7,20140325
4p8JHoTgfRJtVRkyq/7eBrY5/G2PfMApTD9M8AhOZAg=,13,0,,4,20151209
1i2FoA9nTjcNA9gRMLtqNMMkeArizglqQo783mTEfMA=,21,21,male,9,20101121
tNKpTzmSJ7gvSLTMYdHDGpdBKZTqoX4Z+CbsKKF9LaY=,5,42,female,9,20080406
KgOB/fioV2tw9prPUnaW3gZ3urnNKY44fzJkLmn3l6Y=,6,28,male,9,20051008
IXBSzxNCsEqmTVEi2/cDJp0mKLnj6NY/FJUZ4Nreva4=,14,23,male,9,20140203
OD73fb+Kr/Q2M7REsSmTkKpuBkjBoHJ/SJG0TQKfnEM=,15,26,female,9,20100420
iM/msU1e62VvJRaIpUUS35lpDnkFIRcAUcF3J9pKkzc=,4,42,female,7,20130208
ABFdgumO99tufqySAR+MEgZ7yRVf/JUa4hqKlExaaH0=,10,36,male,3,20150315
8GAQrGiuJkBurznIrFEJfoupEYndgq9rZS1HoYN4Xts=,12,22,male,9,20120628
q2+ZMh+b3PuLCT7UcE9vgZrLTQkvOTQmeT3plxN7894=,13,30,male,9,20041107
c2UHNu3zZ3hDAzFt9pd/sem4wVX5QwFM0sAGcH9mhoA=,5,29,male,7,20140219
7nXCC+mBvaJhTqFn0npuYLeYVZ74n/h+oT5qJZ5JX5I=,14,51,female,9,20071027
HVWbo4WLQjGkKx/HRRyB5LrWSM0odwrlf/0E6qXTGas=,1,0,,9,20100303
mkYiGfkPtRK314ob2NAqqIicPkuCT1eyR0pYsehwdOY=,13,38,male,9,20120413
VJzIvwCmkJ4PSDC/0QozO6nLQTUTUsej/Asbf0ZBNkI=,1,0,,7,20150708
g6WFUI41Rd2CYqKfeTWVhOoXxCwNvve1VD6UyjUKIG0=,5,53,male,9,20060208
pdRsG6NR6RmzCfBj2JHgYI3+P3/bom6Dkc0Y6JeiOtU=,15,19,female,9,20110202
kadr52uWzYzLum9XmkellZHH5YAEi0TiLNaxqinO24I=,13,29,female,3,20140625
fYdHtcsqCdZCcGY6AI4DQ8FTleDKqX8yur1/MbgelKU=,22,28,male,9,20111225
asYzG1ybNB/xM1xMqjk9K8t3360GxuhWIL8kkfjnn7Y=,22,0,,3,20130910
5Ts7+XcbP5KN/dioWR/YqQztCPuXzGGAPJjkr7TI2dA=,5,21,male,3,20121129
Wyqpelab6AazGwpZdCis/zeJz/VoLQ5d+oysrqAq5oQ=,4,28,male,9,20151208
9hpSJ95ezIY7refReooUSZq2kTji8iXlFn3XyaIyjZ8=,4,26,male,7,20140713
ky6fj3lzqVhXOH0qp01jN+CHe55FNAPX2wuvm7KTmjU=,5,21,male,3,20121222
Fkhyjso9VXSh9TOvAuEu+bZBO5XU0qTJlXFBlYjnEao=,1,0,,7,20151001
LQZxyKzPdZc3+D2Cs9GJ+Mc9Wqt24q4E7+fucOCBeJg=,13,0,male,9,20050220
MXPYmZ09VbKoOiSvxQX0gfYLkuZUfTdjdmpVZlWId+0=,1,0,,7,20151224
gJM55B1hVJWhG4yh9k8ZpCD40YXucygg3WKZ3QZihWI=,13,22,male,9,20141215
uSoHoqdUkcDYzQQFBCtelWg+Nl0YTqpENG/lYmbGK3s=,4,52,male,9,20150619
lH+8oBb7gbVNiQOWO/GMuhPwuI1RwkEy2PsBa8CtBuI=,15,31,female,9,20141107
FXhGLijppw6EdD8CTUnivtk7uZxgRIzY5oEvwt4XcYs=,5,20,male,9,20111119
bU0Xg59rP9rRRfLUDO58KFagbAqf4HTsiLACTryNPQ0=,1,0,,7,20150314
iADvMlMOho/eoejy9nKnvsvKWFGoe6Wmf0lDKSbYJVw=,13,20,female,7,20140806
+KP35MyjqTVW5zqHZLsDIky+teLusNufzgTcnGsMSkg=,13,25,female,3,20150824
rcSJauii44aSe30TJFryjgKKhfGUimfhhrYbKKKCnC0=,5,0,female,3,20120731
GngO/UezLWqz0NR3z7c8ynZWBugDCuhLQ80SKKboJZw=,1,0,,3,20140620
A4LMO2QjaLjyQbbw/llEETYRqB8YUJtXKxPVcPCKEvc=,1,0,,7,20150127
Lm2SBBxG1efiybAGQYaaZ7rntqF9kNC53JJsue/5HuI=,1,0,,7,20150819
FCCq68Q8HgREe6vfEX3aMS4qebH+PlBmVNSXh0S88JQ=,1,0,,7,20150717
KHzb207lWvRek9HMl+EqIOvcZvUiRU058ABXl3UIcx0=,14,26,female,9,20150224
4harKVXCT3nkY5vbos9z3HRk5l88zQ/dNAQuQXCURuM=,1,0,,7,20150526
tHVCv8yXFYxWsJqykJvp0bqNQoiBMD1p848CA42LPOM=,13,22,female,3,20140807
7EAQ79ZzgGa2fS1ghUdZz5kfoF0+6+X+FGpeHPJfetw=,9,26,male,9,20150222
Ewr+p8uRBfnLCyelemEWBe+7CbyO2wo9aVZ4fs6KxnQ=,15,34,male,9,20121218
GChQ1jAEmkohd/JCT5ggFsXp2xXrBuxj+cirW7jPTTc=,1,0,,7,20150915
+MP4rNPYIsdlDIDuKlDiGbE8bLHnLjzp99JMPHDGfFo=,1,0,,7,20151230
O3iQf0rl3biTXlF2xMpQ6jPNlelIzqIcNjlPoYtpgdU=,10,43,male,9,20140625
wcdtESVFUBTU6rkyCrSfxqyhU8W4P/OaIyt04kgA7SY=,13,30,male,9,20071125
w46cy5hGuOaiAT1h5Lg74MNESTKLULMmPjn4KzG97IQ=,6,27,male,9,20110102
XxHZRz7g4hOZrt988/+VEuH+15Ej3dFF779rKGZS5AE=,1,0,,7,20140904
iCIdTJBNOiko0rNvknxaHi2d3wgLOw6DOCDIa1HfLYw=,4,34,male,4,20151128
LAgCDkNnGTDQpyKuZaysGXgg51+JPP7EkRxMhRDpwVI=,1,0,,9,20140923
cY0qHCvi0YaXUQyqJp5JmhXMIomCvskv3uBio0zVbzM=,1,0,,7,20151218
KhKBTclVtJGnNgiibZ+m9V2jtcDqWiWErznsClmC1o4=,1,0,,9,20150903
UYKX87iuc6jOIoUZ4VRNzULvTPUl/9m4pVm75H2YKps=,13,20,female,9,20141105
PX+3bnMl7ech3B5IL1IDFWiPj+4mgvKL8naJKa6mLnI=,6,26,male,9,20110811
T/+ibbJdEO5yTgrDgHknKvFWTUJRnpsdZRHAZLR/xlE=,5,32,female,9,20090717
9mgkU9YEEQZjKLamasaqfRAC6GAbi2orcRDBsbWbSvM=,14,34,male,3,20120703
94Vm7811D4qbyoJedB0gDk4A4vCCridRGiQtUPMZkOw=,22,24,male,3,20140221
Z9Em4X2/IUhV3dLFYDn5F31CrHUD/XuDxEvRIVZsm/s=,5,23,male,9,20070611
cxUCEQfrAevJ/QOouON6Q54T3H9vMpyoSd2Zpx5bEo0=,1,0,,9,20150216
H53R2EkTNkGmMKew/s3DJmMGl4rtdPGgEd4E7boOsoQ=,1,0,,9,20150629
e+46Wcn8Pm8e/mUAzcQpAw/13VvN0IzXc9PTp+zdyb8=,5,47,male,3,20130609
2OJIAMy4MqX57zBSG5EfIW7CRzhpax/Us6dFtUzQiMs=,15,26,male,9,20100714
IfeQHrPy/Ax8sICRMPQExS2KXxB6BCsV7g4btMbsoMY=,13,42,male,7,20110210
KURoeRbyUu6W3dGV1wiE43kZF3G8G6wGGun17mbkiR0=,18,34,female,7,20101124
CMPa7Xf2y57InljWghDRMZu4eEwjIMutA56fG4EOtl8=,13,44,female,7,20120402
udkPyXFUEdIhZkABEIepLruT9AyozVNv0vYtLqxlUeM=,1,0,,7,20120131
KdcdJc72IUNUx+m4v/Gcjqr1qUmnGCeMkBXVCvnscmU=,13,19,female,3,20130618
hLkUEhcUN0qExoaHOrWGnDEMIzY7AnpTID01LSP7cnA=,15,22,male,9,20120920
cNik9WNFcW9E3PfiNyCxTbzkH7ZuHhPx6AZbC8E0B2Q=,6,31,male,9,20070417
EQ/zfurKCILV+EYdfAbwrhvoJdPhXtkOGPQ/frhK+is=,1,0,,7,20150715
SY8R33ROwUlSdmZvqgbmpMUgzrN1/Ely952ZFRO1KLo=,18,19,male,9,20150609
gTgOSJanSiC5L6UzVhnEUF2/Ck+BiTPjGjuBvL59ApY=,1,0,,7,20120929
FPNgSff5ubXR0BIP2Fj4ms7NG5i3IvB4hU0fR//CUIs=,13,28,female,9,20140222
t4BJVYcO96Ki0JWLix+sK4oRYxToHQNreCxur0lD8JY=,5,26,male,7,20120821
Zu+oEHRcgMuBBRdIBrQsPxfSpLI/VkiqBcqJoTbWOAo=,1,0,,7,20101027
3tRiEiZD56otppJglA3P6lv5ad0lElsxEb5BXPwJjzw=,9,38,male,9,20150624
bIsQHWWslmKj7vb8XivQhoNnA/eEghMs2wIaSM/ouDA=,13,0,,3,20130331
lX0kBoEQyrC9+vHZQe/mKgQhszoRBHFd3OsQ/6Q0gL0=,1,0,,9,20140807
XA8xA4MvqhJgLmjWEF1kgXW6odFNV0egsfLX3rmZ6o4=,15,54,male,9,20100103
+YhUUfQqJBoeZrjVYbR9ecTDwlOWt41xB5lfmyjRNAo=,13,36,male,9,20100930
P0FBSCPObdwoetmi07O0GqnAwSnv04poYsMfgWqT3pQ=,1,0,female,7,20151104
dgM9ZBFz+kLPdjQ4+sET4zh+XgSjcR30hXPggi+0HDk=,1,0,,4,20151011
MruomZb4GsGHt2dl5S2+c0Mnc6E1o5LLPUM6KUXd/NQ=,9,43,female,7,20110419
LkYH/OF4VMgZKT/VeHMYGKlV9YuIlsl9fXC4zeB3AQg=,18,23,female,9,20070520
n286UA9jIpuShDXapRzUo++xU02PjtAPNX3/IQoIJFo=,6,0,,4,20151011
v+nu+tjKwxmIoDBS/6CA5YTDdEBu2V/+WBxWFeFTfOQ=,1,0,,9,20150829
cvr/AYL7G0cdilg9BgrpWaGiitRy1Xm9Zypl3N387hM=,1,22,female,9,20141110
1d2GGmxn/oG6HglroD6lm8E0ODbtpsAEUszbYDkKox0=,6,32,male,3,20140726
3eibZG6puX3QrZ27HJtk+8CgQqhDnL3IkRMjio/hHPg=,1,0,,9,20150224
cJ1VCtjhYATmlEHweiu1/mn93GZMWQBHVrYow/VqHJc=,1,0,,3,20140402
ABDlsnpuUhPYUCjhVgqp7zGr2IFxeoH6ijBJGFsbK+0=,13,32,male,9,20091103
0mplz7bsqEik4Vry3vlYx7lzT+eysDcKIts5AR/hNDs=,5,41,female,9,20051031
qS+WkNwZTTXRc/CPuOCeISpsRyAN7t9dMk/9FGCFmyk=,15,23,female,3,20141103
eJA3LkeEEpvy4/UvoqfDVuyy+BAQaJ3b+HfGWqtF27c=,4,0,,3,20121219
r0KIFqthNmykEzwWnVFZMUc9Zk1qg0kUL2lOvZIJo4U=,5,32,female,9,20070203
eBB52SWTouDc9ATMkW79OXMIdoyqX9RNInxeh0gQFcs=,1,0,,7,20150830
rgqs8JWiGEXZeJ6mzmEPvIydgogKC8Q2fRLus0FoWz0=,1,0,,7,20140126
jY814CI4Mc1Ec9IrjRIY/CE0vUBXwnju1piGqDFGa40=,13,26,male,9,20091122
ccWuNHqK1j6VMKpaqjdZSPxzG83+2o8thCQakMxAG3M=,11,22,male,7,20150122
dws51Hl8PluGlPE1L+kavfSpCXaW+HWwhymkrLtCzO8=,5,0,female,7,20111122
E7BriNEeCqFTYWbYbAyhGvoaX6RRqGivGFAoJh/09sg=,1,0,,7,20150824
w0XAEBwrsE0+StxJ9IWvxvlwvWlyMTnRiu6aSHka5NU=,1,0,,7,20140607
yiArZtrEwwyuj0ihJu0vODmHUAv44AVHdbVclrNAxzc=,15,46,male,9,20150306
1ihsMdXCY0wNHLCoUJcT4vQzVMqHEUas/NU924N0uu0=,1,0,,7,20150913
3JB6K3NeGw7XSbpb2U98oZnI8Ikj9dkuBz0jJs1ffK0=,1,0,,7,20140815
X9ZCk/nzwta2u+uVXiHTRUDzEm8StBIrzisXD+Wweug=,1,0,,7,20141208
47K6v91fL4HJiLOLKFyyhph7yi5VoDIt+xaExbB47xM=,1,0,,7,20150714
7BQP9oMSbTW+2gySUmf0qJf8dK9rhGcGkHsS5wu9vzM=,1,0,,7,20151001
V6ufBYfOufHR+9OzKTKTStewACOcyC8YWDUMhasO/8w=,13,30,female,3,20130402
tvfIytxl3CYSTj5FBWxqfpBW0VZ1uIZYMyDPdWVDt1A=,1,0,,7,20121030
R+PSu73Q1tAiIpgJKHqD/EEPRDln/Ow1mm+p0oSDUmc=,4,26,female,9,20091106
VGUAtj+mzX1aL0erwQbxDJfXeU8gw0fDnt7YvPlziWc=,17,43,male,7,20110425
p9cI23TeSlANkuaJLn+npdCweKfi5O12ClEROMCbS9o=,21,35,female,9,20070225
VCRCuTXcvQsao6Rp0iI+pJK//yOFNX8ilEhgsJ8OTXY=,5,0,,4,20151211
qXodjaonSQQa9JR78Yn7TzM60vNpD8mtZR7IeFz3uvI=,1,0,female,3,20150125
BxD1OHvtbcJz38VjVkfxC8699QkQjYQ2iCer3WYy0KI=,1,0,,7,20120301
SNskih2393p2TGDggywk1Zj8xzAOzQAeLyDNepcBKIk=,11,25,male,9,20110210
HauZ0aGZS3iOYn/2NAAu/zg4232ydVWMNXxCLw+cNMg=,4,23,male,9,20100528
t+0hCIBlnzaxpg5E3lBndWkiUrKdLs2Bs9ZK1IVNcWs=,13,25,female,9,20121206
0WuDiLkzsE4XETxtMybsm9EHZOS2LcF9yfTCgibfxqQ=,5,32,female,9,20151008
Zb21b5XZ81DEIkiVQr1B2TkoU0oFJFHAluQkTLCdfjg=,1,0,,7,20110221
ZVGpbncqudVg67yeQ7/HidjUrdMU9BPIV9H9VezQ4Iw=,13,27,male,9,20150405
hdMraRw4ATvNiHGSTWfy2fDYv/k8hZaAJzJh9z2kCeI=,22,23,male,3,20150124
3i3SR1+C6u05kAfJuHswaHAQFKb/f2SWbIfJ6vE1bnA=,1,0,,7,20150502
kOBwWKz4zBX9tB6tOkfv8dR0msZQ3AOWA5S7lqD5dt8=,13,27,female,3,20120917
wMiCTZ3+x6T+YWoIzkuJqiTjHGfPrWkkg51Px+8T1JA=,1,0,,9,20150425
O7aH8H+NAvB9R5GXaaW/CTMrFm4+JgL69swNCSprecI=,5,41,male,9,20090207
3r9Ef3wUK2UXaXvmaNpSvlIjmoTGG7UcTDBQjwAjs/Q=,15,23,male,3,20120121
juL4hxVQNw+TGY95ogMUqnK+qdKaRoYXeZp7ukiS54E=,5,29,male,9,20070902
rnx9jv7sHUmjzWIXvUDI0fIL4OfPAB1y+/hINbwRj8M=,12,24,female,9,20120306
FUwbYGSktpLof0gNz9nYgcJ+Q8QDV1amZKdZI8MWvy8=,5,20,female,9,20150901
9uC6OidaMyyhV/ytX7bchUM7S/RFM5eN4Hr9JhZmP24=,1,0,,7,20130215
f7ONV6BjYvAGCv84YA9zXPlGo/fb1Zp/o4VJCYUkSoY=,9,24,female,7,20120326
t7uVyBEUxusOJOKUN8YmaZxGa8qEP+f0AmsiQn4hI9w=,21,0,,9,20150907
Vx3dneERpgLhMIX19mdzOOZkqfoWWcmGBhY19oUsSLU=,1,0,,7,20120319
o6BEGkQWF0ztK/86QMrIofXsWdrsbkfeRDGixiVDwVM=,13,33,male,9,20070311
9LMo5GRILUKKBd0TmXLeh95Ga//sOusjPFEmBNUyAK0=,11,22,male,3,20120129
kaS8864svPjxTi7DIsA/5nSMWpzwN7OEmaG0YAaau9Q=,1,0,,7,20151110
b7Vpr5Ms67EQbBdKaSGSxXokhm+Qi3lI03za+mNq/Ek=,14,23,female,3,20150129
4ePnUWtMJA/mRoLEwoItc0sWGz115cWv4PpMA8GcTuY=,5,43,male,9,20120602
p9XjssL0VLntW8amObd0jKk0AMbEoRlUPhyXzRdFj/M=,13,33,female,9,20070712
wNMK4565LcoDWBI1pF9Z9yiZzWDh5DHIwFH1juakdMQ=,15,29,male,3,20150718
WddX+mLhV7PAXCReiHovxqIpE8tfafuxqAhPx9YxPyk=,4,0,female,3,20130707
/x1eiudWbOIN49OrX3nDCE46LZFGkN5ZwO7JD5ovBBo=,1,0,,7,20140301
7inU3bHpMJWZzTyANmEgHGB6o3q5lrpyGuwwIYpne+s=,1,0,,7,20130805
GXj8igFqDmJsHkrdNlHpA5JIbbr/r49mJKJE2QpcNHE=,18,27,male,9,20130728
2urWT32MKOPrWvkKKIz5reMFDdOgZa1g6KKbP6hR8Q8=,15,44,female,9,20061022
QbKKOa34OrUdOXGP3WYxqx39kBvx7xHsy+5TeuhhbtQ=,5,19,female,3,20150930
pn0xFO/20c53rdaxaMA6pzLBhOQaYx+OlJ45QuGU7mk=,1,0,,7,20110225
iHt1dHuupn5BOKcPelZJKSDOiXQ+6kzTdSIk3iLXMyk=,4,0,,9,20130523
+loDzN1Y3mVhDn8c7ec5tHgsczq7qNyg+QSWFeX3Dzo=,5,19,male,9,20111112
bLRpK534R5vBCIEUXoaP01CsRLmiGGa8zFrTBs6WZ74=,5,0,,9,20101010
UgT1hUHsu8wCkKnclwq+MCgGjGtg2eu4iiI+YYI5D9A=,1,0,,7,20151126
k4JvhoThrJzjM5VyJjQNgbRuGkbGwD4kK6a9I2/MOxU=,1,0,,7,20101006
0Uu8rGzax+mBg6GwO3pvgDsIYK0FkkmRiGcevETpeAo=,1,0,,7,20140125
Qo/Nh1Khm8HYxME4oTA+SuKaALylaBhv96sy8MHx+hQ=,22,32,male,4,20151214
+hmOci+PcrvM4xhWURNaNeXy1O9MMGjCYqhtlzJfDEo=,1,0,,7,20130805
NMwLbGd1xPKGGypbq21DhpXPQ2z1UgzgyUmiRrTU2hQ=,12,0,,7,20100624
o8PjK0yetRUFdh0uvXHnZJXkEbRSTYyJ+j0AUK96B1w=,4,65,male,9,20051213
9TLcAwAoZGwTUuCRm/DNjcsxz2XelRjeIi5CnGPdTss=,13,25,male,9,20060502
Gp3VNiaV7Pmam6K+Zc9wTyvYnXSNyLcLX7V0i0o+e2k=,5,28,,7,20120901
gzl78fz7VVCXM5V55Zqt4nSoiAaitqKvATjJ/7E1bKg=,1,0,,7,20140821
Dzj72JAEWo1qt4hIO9pLagq2dSatCKk6Ak3gaEkUB7I=,18,28,male,4,20151206
BGlLPbJQNUjhYD0m5TjfZFtrOsf/oJxvabbyaLxZ0O8=,15,26,male,9,20050310
53BmTlhzn8jMs8A+7efUvvZbFPdf+ZwrYVSpPOkoDiY=,15,48,male,9,20131203
vjfgDk5yoDr+wLNZkQhPI6W65+W6Zh1pD/JNwDB0haU=,1,0,female,7,20131227
tPdD74WgnpU32t/maG2md0J/KjZWPFmKg8Db92xo/IM=,1,0,,7,20140808
